PEP ID	FIT EST	WEIGHT
PEPNR00000000002	1.3294343604248302	28661.60326300354
PEPNR00000000003	1.6802522250090572	22168.448163554705
PEPNR00000000004	1.5303108443135862	23367.474963748584
PEPNR00000000005	1.082405959759522	35460.27460572518
PEPNR00000000006	1.242881056459933	27514.597751555255
PEPNR00000000007	1.5312253470451982	19659.306990169956
PEPNR00000000008	1.4903366193853793	18559.323405091684
PEPNR00000000009	1.501519290325264	19726.716021521206
PEPNR00000000010	1.4452326753596991	17001.799038915116
PEPNR00000000011	1.3699419182858863	21515.175422056163
PEPNR00000000012	1.5739855086370516	17621.73925332179
PEPNR00000000013	1.4419704133652786	14733.639722584267
PEPNR00000000014	1.364151982018703	19776.166090848707
PEPNR00000000015	0.7505045677270532	19014.778180555248
PEPNR00000000016	1.499731710509014	15840.210579469463
PEPNR00000000017	1.271497951964457	16513.65165870619
PEPNR00000000018	1.4242107211607073	14493.436706818411
PEPNR00000000019	1.3171869436695318	13772.81141377921
PEPNR00000000020	1.116733374439438	15074.91621637275
PEPNR00000000021	0.9929179027420811	19270.1675422724
PEPNR00000000022	0.8411632931270316	18240.098558995654
PEPNR00000000023	1.070180517884315	18247.592910043182
PEPNR00000000024	1.6945032027606413	12824.370403682979
PEPNR00000000025	1.0035541033517807	14432.21258492806
PEPNR00000000026	1.5131509080975805	11554.939013319974
PEPNR00000000027	0.8653103918685552	16230.81520030586
PEPNR00000000028	1.4259796493704253	12357.130338219704
PEPNR00000000029	1.635148367152191	13483.056738801013
PEPNR00000000030	0.28912105532533133	13558.8345810465
PEPNR00000000031	1.566429609508204	13314.949447037347
PEPNR00000000032	1.6374612464394738	13263.371263261095
PEPNR00000000033	0.9160073223538003	15178.989603183196
PEPNR00000000034	1.3463521997281713	8839.202578378094
PEPNR00000000035	1.1257849405339617	13905.05956075056
PEPNR00000000036	1.4417577437123577	11441.367901562813
PEPNR00000000037	1.670742296400755	12609.197620282048
PEPNR00000000038	0.9978365539292713	15976.475989153689
PEPNR00000000039	1.2859398001351554	12250.321284300073
PEPNR00000000040	1.154974329798345	10881.702616789227
PEPNR00000000041	1.336786891504596	12444.193858781451
PEPNR00000000042	0.8510465322438238	10738.108878328847
PEPNR00000000043	1.0424285296658253	12117.571287816278
PEPNR00000000044	1.0111988137246148	6171.055314969413
PEPNR00000000045	0.33214633444916775	10986.198069092625
PEPNR00000000046	1.437143763833937	7623.807645370526
PEPNR00000000047	0.788316534546976	10773.192975329475
PEPNR00000000048	0.8568532694190922	12058.339033034114
PEPNR00000000049	1.068051966861207	8660.525048198848
PEPNR00000000050	0.3592866790861687	11185.187055173737
PEPNR00000000051	1.0044077581091746	8670.094187807172
PEPNR00000000052	1.0007883192067115	11321.50613124897
PEPNR00000000053	0.48528733142817987	11615.985821066835
PEPNR00000000054	1.433844434554306	9713.54297907426
PEPNR00000000055	1.5868219296582944	10019.500411785957
PEPNR00000000056	1.2001593910477517	11678.286116647521
PEPNR00000000057	0.7104664749412456	10980.812620634102
PEPNR00000000058	1.4639273885252273	7821.739132973464
PEPNR00000000059	0.16894632887965488	11925.536415020064
PEPNR00000000060	0.44645601338432955	9337.80395343313
PEPNR00000000061	0.1584911464837666	17076.133600832873
PEPNR00000000062	1.5462290618421866	7613.4674539741445
PEPNR00000000063	0.8424772462921111	6782.190379799554
PEPNR00000000064	1.5163179984410995	7679.197303298724
PEPNR00000000065	0.20237556426119302	8946.152120316234
PEPNR00000000066	1.5068711735840772	7071.669539371735
PEPNR00000000067	1.465773653878101	7362.702114203511
PEPNR00000000068	1.529771889961705	7576.248609416198
PEPNR00000000069	0.6629632303445371	9083.226120846266
PEPNR00000000070	0.24329685307540402	9494.861415536518
PEPNR00000000071	1.485778960291599	7806.98419265361
PEPNR00000000072	0.822906954207505	10837.386382821107
PEPNR00000000073	0.7942848968668632	8945.622878524908
PEPNR00000000074	1.4094808897820175	8949.24063764363
PEPNR00000000075	1.4142901127296323	8295.090562517564
PEPNR00000000076	0.2938993488150133	7840.151187532367
PEPNR00000000077	0.21856915923300094	8366.632056626895
PEPNR00000000078	0.21002135238135314	7561.59546696952
PEPNR00000000079	0.5633539147400906	7000.625745623777
PEPNR00000000080	0.9418763809145118	8787.702465643773
PEPNR00000000081	0.9881788569101241	7441.089755451547
PEPNR00000000082	1.5647741029428293	6778.160389706498
PEPNR00000000083	0.9423843922747824	8174.017842146336
PEPNR00000000084	0.8908735393716981	6335.384219683963
PEPNR00000000085	0.337169616464914	7219.768931325153
PEPNR00000000086	1.7259067661591396	6226.032683262294
PEPNR00000000087	0.5596882643454673	8617.70311025099
PEPNR00000000088	0.901896812967356	11505.128786506486
PEPNR00000000089	1.4290036336604488	7871.855483916059
PEPNR00000000090	0.7998261870907535	7696.362987684508
PEPNR00000000091	1.2377179224231916	7783.329102496016
PEPNR00000000092	0.40514090626687915	6059.820707350843
PEPNR00000000093	0.7925714541099759	8506.842866779438
PEPNR00000000094	0.6463515405519596	9383.263080547556
PEPNR00000000095	0.8753698349455658	6514.921041565773
PEPNR00000000096	0.30641181938614637	8758.681287759377
PEPNR00000000097	1.031218886979353	9952.88521861723
PEPNR00000000098	0.8652423854446093	7890.550825471425
PEPNR00000000099	0.39828319478280316	6816.715347318155
PEPNR00000000100	0.9146995489980148	4903.728030106112
PEPNR00000000101	0.49988558648637366	14459.531159258666
PEPNR00000000102	1.7360751486473571	6102.744895710513
PEPNR00000000103	0.44581153530039347	7544.945895237179
PEPNR00000000104	1.613616230940537	5775.2221193483165
PEPNR00000000105	1.2740114801868814	7850.7749035262705
PEPNR00000000106	0.13451032988809136	11383.196005119997
PEPNR00000000107	1.0258344467667753	7037.3646466673445
PEPNR00000000108	1.5625072135908706	7078.004825036373
PEPNR00000000109	1.448529337685291	6353.391581427451
PEPNR00000000110	1.625261194955906	6173.758482674155
PEPNR00000000111	0.18947439397715896	8319.979995873466
PEPNR00000000112	1.6580448521107551	5937.862274659946
PEPNR00000000113	0.21984620668577104	7488.736092338775
PEPNR00000000114	1.385817428119129	5356.628658393765
PEPNR00000000115	1.1073900598717583	6244.256780273503
PEPNR00000000116	0.69210277409634	4852.563652870322
PEPNR00000000117	0.8329959974830925	5591.777185527472
PEPNR00000000118	0.23933595025091853	5991.668631725251
PEPNR00000000119	0.21924997935807558	6281.264082884834
PEPNR00000000120	0.9476329098368917	6829.596198781441
PEPNR00000000121	0.6161368067620364	5442.283797596645
PEPNR00000000122	0.8219324513275138	7971.870414052448
